지점,일시,합계 강수량(mm),산성도(pH)(null),전기전도도(μS/cm),불산이온(F-)(μeq/L),염소이온(Cl-)(μeq/L),질산이온(NO3-)(μeq/L),황산이온(SO4-)(μeq/L),나트륨이온(Na+)(μeq/L),암모니아이온(NH4+)(μeq/L),칼륨이온(K+)(μeq/L),마그네슘이온(Mg2+)(μeq/L),칼슘이온(Ca2+)(μeq/L)
132,2020-05-05,4.5,6.55,32.5,1.47380832070069,26.0346884722461,69.4460124183533,82.9658684454882,14.0062114502953,122.737478171688,1.96941020001023,6.17156963587739,21.1088377663556
132,2020-05-06,,,,,,,,,,,,
132,2020-05-07,,,,,,,,,,,,
132,2020-05-08,,,,,,,,,,,,
132,2020-05-09,3,5.66,15.6,.526360114535961,34.8915597401608,34.4488347713894,30.2924312642874,23.9671506494184,40.6907447958533,2.45536856105172,9.05163546595351,10.8787863665852
132,2020-05-10,,,,,,,,,,,,
132,2020-05-11,2,7.05,114.6,10.158750210544,102.643804280069,337.892105475365,256.975587006941,72.7279054189249,467.999002134324,8.77282725459103,38.9220325036001,169.569339787415
132,2020-05-12,,,,,,,,,,,,
132,2020-05-13,,,,,,,,,,,,
132,2020-05-14,13,5.09,16.7,1.42117230924709,24.2858794957789,16.9825014111765,45.9487256359329,17.0510400264465,29.2152895196386,1.73921939741163,6.25385723102242,13.1244074055592
132,2020-05-15,5.5,5.18,4.8,.26318005726798,6.79778973110652,4.11257156680913,10.076657547708,5.1327110283691,11.8635141502897,.818456187017239,1.31660152232051,1.59688607215929
132,2020-05-16,,,,,,,,,,,,
132,2020-05-17,,,,,,,,,,,,
132,2020-05-18,25.5,6.07,18.3,.421088091628769,52.23861652286,22.7239738730748,30.2924312642874,37.6688792420987,43.2408459683455,1.71364264156734,8.14647191935816,14.1723638904137
132,2020-05-19,2,5.11,36.1,.684268148896749,103.010490033199,57.9791952261914,61.7923958710687,72.6409103167492,64.6395210244754,2.65998260780603,17.3626825756017,12.0764509207046
132,2020-05-20,,,,,,,,,,,,
132,2020-05-21,,,,,,,,,,,,
132,2020-05-22,,,,,,,,,,,,
132,2020-05-23,6,5.28,20.1,.842176183257537,42.6483737486849,24.4496411579711,51.4242647579312,29.8393200462814,47.56493056518,1.8159496649445,11.0265377494343,12.5255751284994
132,2020-05-24,,,,,,,,,,,,
132,2020-05-25,,,,,,,,,,,,
132,2020-05-26,,,,,,,,,,,,
132,2020-05-27,,,,,,,,,,,,
132,2020-05-28,,,,,,,,,,,,
132,2020-05-29,,,,,,,,,,,,
132,2020-05-30,,,,,,,,,,,,
132,2020-05-31,,,,,,,,,,,,
132,2020-06-01,,,,,,,,,,,,
132,2020-06-02,7,7.05,42.4,2.47389253831902,27.1065391352422,105.443109426659,87.5669868711978,19.0084298254008,151.675582781273,3.65747608573329,19.7490228348076,130.345825640002
132,2020-06-03,,,,,,,,,,,,
132,2020-06-04,,,,,,,,,,,,
132,2020-06-05,,,,,,,,,,,,
132,2020-06-06,,,,,,,,,,,,
132,2020-06-07,,,,,,,,,,,,
132,2020-06-08,,,,,,,,,,,,
132,2020-06-09,,,,,,,,,,,,
132,2020-06-10,51.5,5.94,5.2,.105272022907192,4.48484882674662,7.61228933150552,12.6582805557985,2.74034571853605,24.8357679407933,.639418896107218,1.48117671261057,4.64095014721293
132,2020-06-11,,,,,,,,,,,,
132,2020-06-12,1.5,6.48,16,.894812194711134,15.9649335593622,33.9972582856221,25.2957415712091,12.3098069578683,87.9784904509799,8.51705969614814,4.44353013783172,8.23394380957134
132,2020-06-13,,,,,,,,,,,,
132,2020-06-14,,,,,,,,,,,,
132,2020-06-15,,,,,,,,,,,,
132,2020-06-16,,,,,,,,,,,,
132,2020-06-17,,,,,,,,,,,,
132,2020-06-18,,,,,,,,,,,,
132,2020-06-19,,,,,,,,,,,,
132,2020-06-20,,,,,,,,,,,,
132,2020-06-21,,,,,,,,,,,,
132,2020-06-22,,,,,,,,,,,,
132,2020-06-23,,,,,,,,,,,,
132,2020-06-24,3,6.46,31.2,1.47380832070069,37.4865666084671,69.4621401499879,74.7421499922968,20.0523710515098,188.097679962303,7.13591488055655,6.50072001645752,16.8671091371825
132,2020-06-25,,,,,,,,,,,,
132,2020-06-26,,,,,,,,,,,,
132,2020-06-27,,,,,,,,,,,,
132,2020-06-28,,,,,,,,,,,,
132,2020-06-29,73.5,5.81,4.1,.157908034360788,10.8877462083283,4.91895814853641,4.60111842570963,9.22148083062923,11.1982703661613,.358074581820042,2.55091544949599,2.49513448774889
132,2020-06-30,3,5.3,12.7,.210544045814384,47.8665940816919,13.5150391097492,17.5716920873255,40.8442004715134,14.5244892868032,1.09980050130441,10.6973873688541,7.28579270422675
132,2020-07-01,,,,,,,,,,,,
132,2020-07-02,,,,,,,,,,,,
132,2020-07-03,1.5,6.31,17.7,1.10535624052552,17.0649908187529,53.3989194419805,26.14934272711,10.1784269545625,107.381434154725,2.09729397923167,4.36124254268669,5.88851739108738
132,2020-07-04,,,,,,,,,,,,
132,2020-07-05,,,,,,,,,,,,
132,2020-07-06,,,,,,,,,,,,
132,2020-07-07,,,,,,,,,,,,
132,2020-07-08,,,,,,,,,,,,
132,2020-07-09,,,,,,,,,,,,
132,2020-07-10,,,,,,,,,,,,
132,2020-07-11,,,,,,,,,,,,
132,2020-07-12,57.5,5.91,3.7,.105272022907192,10.7467132263551,3.03201354729457,2.35260806382438,9.04749062627774,11.0319594201292,.255767558442887,2.30405266406089,1.7964968311792
132,2020-07-13,19,5.72,4.4,.210544045814384,6.06441822484606,6.64462543343279,8.07798167047664,4.91522327292973,18.6822629376057,.255767558442887,1.8103270931907,1.24756724387444
132,2020-07-14,,,,,,,,,,,,
132,2020-07-15,,,,,,,,,,,,
132,2020-07-16,,,,,,,,,,,,
132,2020-07-17,,,,,,,,,,,,
132,2020-07-18,,,,,,,,,,,,
132,2020-07-19,,,,,,,,,,,,
132,2020-07-20,,,,,,,,,,,,
132,2020-07-21,12.5,5.34,8.9,.157908034360788,12.3826958172438,20.2886863962584,14.9276104580715,9.91744164803522,33.4285001524517,.358074581820042,3.70294178152643,3.94231249064324
132,2020-07-22,3,5.51,7.3,.473724103082365,5.35925331498024,21.5466494637529,11.159273647875,4.3062575576995,30.601214069906,.255767558442887,2.96235342522115,3.5929936623584
132,2020-07-23,125,5.47,4.5,.105272022907192,10.7185066299605,4.27384888315458,5.97520809130618,9.09098817736562,10.9210854561078,.255767558442887,2.30405266406089,1.09785917460951
132,2020-07-24,,,,,,,,,,,,
132,2020-07-25,,,,,,,,,,,,
132,2020-07-26,,,,,,,,,,,,
132,2020-07-27,,,,,,,,,,,,
132,2020-07-28,21.5,5.44,5.8,.315816068721577,6.79778973110652,11.6119667768728,10.555506976628,5.21970613054485,23.8933392466114,.358074581820042,2.0571898786258,1.7964968311792
132,2020-07-29,3.5,4.49,24,.26318005726798,12.1852496424814,45.9801628900895,26.9196657214595,7.74256409364153,30.5457770878953,.639418896107218,6.17156963587739,5.68890663206747
132,2020-07-30,,,,,,,,,,,,
132,2020-07-31,21,5.29,3.3,.105272022907192,4.31560924837883,2.82235303604548,3.14375059856179,3.39280898485415,2.27291626243867,.153460535065732,.987451141740383,.848345725834622
132,2020-08-01,12.5,4.81,14.1,.0526360114535961,36.3300961562871,10.0153213450528,17.7174288700403,31.4052318854449,4.93389139895224,.613842140262929,7.2413083727628,2.94425869554369
132,2020-08-02,14.5,4.52,27.3,.157908034360788,59.7415711638324,37.8679138779131,30.9794760970857,53.6324804913483,27.9956759154032,1.38114481559159,12.91915243777,6.88657118618694
132,2020-08-03,25,4.65,20.8,.210544045814384,49.7000228473431,20.0951536166438,29.3971910276109,43.5845461900495,21.6758599661834,1.09980050130441,10.1213742028389,5.63900394231249
132,2020-08-04,,,,,,,,,,,,
132,2020-08-05,27.5,5.01,40.7,.105272022907192,236.59693055818,18.0146762357874,34.3522416399136,202.611592967316,18.0170191534773,4.42477876106195,45.4227525200576,10.3298567792804
132,2020-08-06,,,,,,,,,,,,
132,2020-08-07,6,5.47,13.3,.842176183257537,39.4328217596967,24.2238529150875,19.1539771568003,33.9280898485415,45.901821104859,2.12287073507596,7.89960913392306,2.79455062627876
132,2020-08-08,44,5.11,12.5,.105272022907192,51.2795922454425,7.83807757438916,13.1371299847185,44.7154825183342,8.98079108573329,1.02307023377155,10.0390866076939,2.6947452467688
132,2020-08-09,10,5.16,24.4,.105272022907192,139.763685135406,8.40254818159826,20.7362622262751,121.880138148222,8.1492363555728,2.73671287533889,26.9080436124254,5.93842008084236
132,2020-08-10,61,4.91,8.7,.105272022907192,13.7648190405808,8.88638013063463,9.11895868986796,12.2228118556925,9.14710203176539,.281344314287176,2.71549063978605,1.09785917460951
132,2020-08-11,3,5.4,8.5,.0526360114535961,37.796839168808,5.16087412305459,7.30765867612707,32.4491731115538,5.54369820106993,1.09980050130441,7.65274634848797,2.44523179799391
132,2020-08-12,5,5.03,15,.157908034360788,44.6510420927038,19.1436174502056,18.6959472682681,39.4087812856136,19.9018765418411,1.5857588623459,10.1213742028389,3.54309097260342
132,2020-08-13,,,,,,,,,,,,
132,2020-08-14,,,,,,,,,,,,
132,2020-08-15,,,,,,,,,,,,
132,2020-08-16,,,,,,,,,,,,
132,2020-08-17,,,,,,,,,,,,
132,2020-08-18,,,,,,,,,,,,
132,2020-08-19,,,,,,,,,,,,
132,2020-08-20,,,,,,,,,,,,
132,2020-08-21,,,,,,,,,,,,
132,2020-08-22,,,,,,,,,,,,
132,2020-08-23,,,,,,,,,,,,
132,2020-08-24,,,,,,,,,,,,
132,2020-08-25,,,,,,,,,,,,
132,2020-08-26,,,,,,,,,,,,
132,2020-08-27,11,5.1,13.8,.157908034360788,36.6403687166281,21.1757116361584,16.8221886333637,34.1890751550688,23.0063475344402,1.45787508312446,8.31104710964822,3.99221518039822
132,2020-08-28,8.5,5.4,6,.105272022907192,11.4518781362209,10.1765986613983,8.55683109939665,10.1349294034746,14.6353632508246,.613842140262929,2.96235342522115,1.69669145166924
132,2020-08-29,1.5,5.01,6.4,.26318005726798,13.2288937090828,11.7732440932183,7.70322994349577,9.4389685860686,18.4050780275522,1.66248912987877,4.03209216210656,2.84445331603373
132,2020-08-30,,,,,,,,,,,,
132,2020-08-31,,,,,,,,,,,,
132,2020-09-01,,,,,,,,,,,,
132,2020-09-02,95.5,5.77,21.8,.0526360114535961,142.020212846976,1.32247399403274,16.5723541487098,122.097625903662,2.10660531640658,2.7111361194946,26.8257560172804,5.88851739108738
132,2020-09-03,,,,,,,,,,,,
132,2020-09-04,,,,,,,,,,,,
132,2020-09-05,,,,,,,,,,,,
132,2020-09-06,,,,,,,,,,,,
132,2020-09-07,74,5.72,13.2,.105272022907192,68.3445830641954,9.32182888476736,12.5333633134715,60.7225813186718,10.8656484740971,1.76479615325592,14.9763423163958,6.38754428863716
132,2020-09-08,2,5.61,167.7,.210544045814384,1169.3326601359,15.4503669058947,141.031566587136,996.702885627539,29.2707265016493,21.0752468156939,218.96729068093,46.0601826438445
132,2020-09-09,,,,,,,,,,,,
132,2020-09-10,,,,,,,,,,,,
132,2020-09-11,7,5.62,16.9,.315816068721577,47.4152885393778,31.1910329812112,30.7712806932074,39.5392739388772,60.0382515175874,2.30190802598598,13.3305904134952,6.2877389091272
132,2020-09-12,10.5,5.78,2.9,.0526360114535961,3.13093219980425,5.06410773324732,3.76833681019658,2.34886775874518,12.1961360423539,.281344314287176,.987451141740383,.548929587304756
132,2020-09-13,,,,,,,,,,,,
132,2020-09-14,,,,,,,,,,,,
132,2020-09-15,,,,,,,,,,,,
132,2020-09-16,2,5.58,13,1.3159002863399,13.9622652153433,29.5460043544875,31.1876715009639,9.65645634150797,72.0126396318984,1.53460535065732,6.66529520674758,3.94231249064324
132,2020-09-17,,,,,,,,,,,,
132,2020-09-18,,,,,,,,,,,,
132,2020-09-19,,,,,,,,,,,,
132,2020-09-20,,,,,,,,,,,,
132,2020-09-21,,,,,,,,,,,,
132,2020-09-22,,,,,,,,,,,,
132,2020-09-23,,,,,,,,,,,,
132,2020-09-24,,,,,,,,,,,,
132,2020-09-25,,,,,,,,,,,,
132,2020-09-26,,,,,,,,,,,,
132,2020-09-27,,,,,,,,,,,,
132,2020-09-28,,,,,,,,,,,,
132,2020-09-29,,,,,,,,,,,,
132,2020-09-30,,,,,,,,,,,,
132,2020-10-01,,,,,,,,,,,,
132,2020-10-02,,,,,,,,,,,,
132,2020-10-03,,,,,,,,,,,,
132,2020-10-04,,,,,,,,,,,,
132,2020-10-05,,,,,,,,,,,,
132,2020-10-06,,,,,,,,,,,,
132,2020-10-07,,,,,,,,,,,,
132,2020-10-08,,,,,,,,,,,,
132,2020-10-09,,,,,,,,,,,,
132,2020-10-10,,,,,,,,,,,,
132,2020-10-11,,,,,,,,,,,,
132,2020-10-12,,,,,,,,,,,,
132,2020-10-13,,,,,,,,,,,,
132,2020-10-14,,,,,,,,,,,,
132,2020-10-15,,,,,,,,,,,,
132,2020-10-16,,,,,,,,,,,,
132,2020-10-17,,,,,,,,,,,,
132,2020-10-18,,,,,,,,,,,,
132,2020-10-19,,,,,,,,,,,,
132,2020-10-20,,,,,,,,,,,,
132,2020-10-21,,,,,,,,,,,,
132,2020-10-22,,,,,,,,,,,,
132,2020-10-23,,,,,,,,,,,,
132,2020-10-24,,,,,,,,,,,,
132,2020-10-25,,,,,,,,,,,,
132,2020-10-26,,,,,,,,,,,,
132,2020-10-27,,,,,,,,,,,,
132,2020-10-28,,,,,,,,,,,,
132,2020-10-29,,,,,,,,,,,,
132,2020-10-30,,,,,,,,,,,,
132,2020-10-31,1,6.17,27.9,.684268148896749,116.859928862964,33.6747036529312,38.8076232829084,104.785600570688,22.5074146963439,4.27131822599622,10.8619625591442,16.2183741703678
132,2020-11-01,2.5,5.9,23.6,.421088091628769,93.1663878914723,31.6264817353439,35.6846922247345,83.4283029865418,20.1236244698839,1.17653076883728,10.450524583419,14.8210988572284
132,2020-11-02,3.5,4.54,42.5,.94744820616473,175.16296361067,58.3178775905169,63.6245154251975,150.15354635534,30.2131551958311,2.25075451429741,19.8313104299527,20.0109785917461
132,2020-11-03,,,,,,,,,,,,
132,2020-11-04,,,,,,,,,,,,
132,2020-11-05,,,,,,,,,,,,
132,2020-11-06,,,,,,,,,,,,
132,2020-11-07,,,,,,,,,,,,
132,2020-11-08,,,,,,,,,,,,
132,2020-11-09,,,,,,,,,,,,
132,2020-11-10,,,,,,,,,,,,
132,2020-11-11,,,,,,,,,,,,
132,2020-11-12,,,,,,,,,,,,
132,2020-11-13,,,,,,,,,,,,
132,2020-11-14,,,,,,,,,,,,
132,2020-11-15,,,,,,,,,,,,
132,2020-11-16,,,,,,,,,,,,
132,2020-11-17,,,,,,,,,,,,
132,2020-11-18,29,5.41,21.5,.26318005726798,104.787505606061,13.6118054995565,26.62819215603,91.4318523867106,13.6929345566427,.99749347792726,10.203661797984,3.5929936623584
132,2020-11-19,2.5,4.97,22.3,.421088091628769,76.975801560953,29.175066526893,26.3158990502126,68.900120923192,15.2451700529423,1.02307023377155,9.38078584653364,3.99221518039822
132,2020-11-20,,,,,,,,,,,,
132,2020-11-21,4,4.76,40.4,.684268148896749,147.012780408826,53.9633900491896,46.0736428782598,132.711028369103,20.4562463619481,1.84152642078879,17.3626825756017,8.0842357403064
132,2020-11-22,,,,,,,,,,,,
132,2020-11-23,,,,,,,,,,,,
132,2020-11-24,,,,,,,,,,,,
132,2020-11-25,,,,,,,,,,,,
132,2020-11-26,,,,,,,,,,,,
132,2020-11-27,,,,,,,,,,,,
132,2020-11-28,,,,,,,,,,,,
132,2020-11-29,,,,,,,,,,,,
132,2020-11-30,,,,,,,,,,,,
132,2020-12-01,,,,,,,,,,,,
132,2020-12-02,,,,,,,,,,,,
132,2020-12-03,,,,,,,,,,,,
132,2020-12-04,1,4.12,81.7,1.15799225197911,209.885283772463,151.584549633094,110.968150267115,201.828637047734,57.4327133630845,4.80843009872628,30.7755605842419,22.0569888717002
132,2020-12-05,,,,,,,,,,,,
132,2020-12-06,,,,,,,,,,,,
132,2020-12-07,,,,,,,,,,,,
132,2020-12-08,,,,,,,,,,,,
132,2020-12-09,,,,,,,,,,,,
132,2020-12-10,,,,,,,,,,,,
132,2020-12-11,,,,,,,,,,,,
132,2020-12-12,,,,,,,,,,,,
132,2020-12-13,3.5,4.03,125.8,1.26326427488631,361.0444338513,239.464559309733,169.929088645439,314.574289467503,162.264046345317,5.16650468054632,38.839744908455,28.6940466091122
132,2020-12-14,,,,,,,,,,,,
132,2020-12-15,,,,,,,,,,,,
132,2020-12-16,,,,,,,,,,,,
132,2020-12-17,,,,,,,,,,,,
132,2020-12-18,,,,,,,,,,,,
132,2020-12-19,,,,,,,,,,,,
132,2020-12-20,,,,,,,,,,,,
132,2020-12-21,,,,,,,,,,,,
132,2020-12-22,,,,,,,,,,,,
132,2020-12-23,,,,,,,,,,,,
132,2020-12-24,,,,,,,,,,,,
132,2020-12-25,,,,,,,,,,,,
132,2020-12-26,,,,,,,,,,,,
132,2020-12-27,,,,,,,,,,,,
132,2020-12-28,,,,,,,,,,,,
132,2020-12-29,,,,,,,,,,,,
132,2020-12-30,,,,,,,,,,,,
132,2020-12-31,2.5,4.12,113.9,4.31615293919488,470.429614669687,218.933956938957,149.130367798001,409.398950839068,90.1405327493971,6.112844646785,51.8411849413701,70.2130844852537
